no,store,sku,cat_code,cat_name,material_name,count_name,quantity,cost,price_avg
1164,MAIN,ALR005P01S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 5"" 2PS Smile Fce (Black) F.Yellow (S)",ใบ,"1,544","2,723.57",1.764
1165,MAIN,ALR005P02S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 5"" AOP Polka Colored Dots  (Assorted) F.Assorted (S)",ใบ,538,"1,176.82",2.1874
1166,MAIN,ALR005P03S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 5"" Top Eye  (Black) F.White (S)",ใบ,"4,665","7,839.78",1.6806
1167,MAIN,ALR005P51S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 5"" Ao Polkadot White F.Solid Violet (S)",ใบ,,,
1197,MAIN,ALR00S005S0,2BL,SEMPERTEX,"5"" I White (eye ball)",ใบ,10,22.3,2.23
1198,MAIN,ALR010000S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Assorted (S)",ใบ,"1,200","1,235.52",1.0296
1199,MAIN,ALR010005S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.White (S)",ใบ,509,489.49,0.9617
1200,MAIN,ALR010009S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Pink (S)",ใบ,450,703.06,1.5624
1201,MAIN,ALR010012S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Fuchsia (S)",ใบ,,,
1202,MAIN,ALR010015S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Red (S)",ใบ,"6,575","6,566.19",0.9987
1203,MAIN,ALR010020S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Yellow (S)",ใบ,70,71.22,1.0174
1204,MAIN,ALR010021S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Goldenrod (S)",ใบ,"1,870","1,925.40",1.0296
1205,MAIN,ALR010028S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F. Jade (S)",ใบ,569,585.84,1.0296
1206,MAIN,ALR010030S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Green (S)",ใบ,322,331.53,1.0296
1207,MAIN,ALR010031S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Lime Green (S)",ใบ,291,279.24,0.9596
1208,MAIN,ALR010032S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Forest Green (S)",ใบ,"1,876","1,931.51",1.0296
1209,MAIN,ALR010040S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Blue (S)",ใบ,898,921.49,1.0262
1210,MAIN,ALR010041S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Royal Blue (S)",ใบ,"2,145","3,732.85",1.7403
1211,MAIN,ALR010050S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Lilac (S)",ใบ,100,102.96,1.0296
1212,MAIN,ALR010051S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Violet (S)",ใบ,"2,276","2,343.37",1.0296
1213,MAIN,ALR010060S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Peach (S)",ใบ,"3,797","3,901.27",1.0275
1214,MAIN,ALR010061S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Orange (S)",ใบ,554,570.39,1.0296
1215,MAIN,ALR010076S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Chocolate (S)",ใบ,600,617.77,1.0296
1216,MAIN,ALR010080S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Black (S)",ใบ,"1,153","1,174.16",1.0184
1217,MAIN,ALR010100S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Pastel Assorted (S)",ใบ,"2,000","2,059.20",1.0296
1218,MAIN,ALR010173S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" F.Ivory (S)",ใบ,"1,317","1,354.24",1.0283
1219,MAIN,ALR010300S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Assorted (S)",ใบ,"1,900","2,041.17",1.0743
1220,MAIN,ALR010315S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Red (S)",ใบ,"4,700","5,049.22",1.0743
1221,MAIN,ALR010320S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10""C.Yellow (S)",ใบ,"4,700","5,049.21",1.0743
1222,MAIN,ALR010330S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Green (S)",ใบ,"4,299","4,618.41",1.0743
1223,MAIN,ALR010340S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Blue (S)",ใบ,"4,450","4,780.63",1.0743
1224,MAIN,ALR010351S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Violet (S)",ใบ,"4,750","5,102.93",1.0743
1225,MAIN,ALR010361S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Orange (S)",ใบ,"4,350","4,673.20",1.0743
1226,MAIN,ALR010390S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" C.Clear (S)",ใบ,"3,750","4,028.62",1.0743
1227,MAIN,ALR010405S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.White (S)",ใบ,"3,243","3,484.97",1.0746
1228,MAIN,ALR010409S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Pink (S)",ใบ,"2,623","2,817.89",1.0743
1229,MAIN,ALR010431S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Lime Green (S)",ใบ,"3,550","3,798.73",1.0701
1230,MAIN,ALR010438S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Caribbean Blue (S)",ใบ,"1,010",758.18,0.7507
1231,MAIN,ALR010440S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Blue (S)",ใบ,438,538.21,1.2288
1232,MAIN,ALR010450S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Lilac (S)",ใบ,"4,245","4,390.13",1.0342
1233,MAIN,ALR010460S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Peach (S)",ใบ,"2,950","3,169.19",1.0743
1234,MAIN,ALR010481S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" S.Silver (S)",ใบ,"3,480","3,705.87",1.0649
1235,MAIN,ALR010512S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Fuchsia (S)",ใบ,"4,097","4,401.40",1.0743
1236,MAIN,ALR010515S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Red (S)",ใบ,713,766.31,1.0748
1237,MAIN,ALR010520S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Yellow (S)",ใบ,"2,090","3,213.96",1.5378
1238,MAIN,ALR010530S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Green (S)",ใบ,"1,269",580.84,0.4577
1239,MAIN,ALR010531S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Lime Green (S)",ใบ,"1,865","1,920.03",1.0295
1240,MAIN,ALR010532S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Forest Green (S)",ใบ,"10,537","11,312.35",1.0736
1241,MAIN,ALR010540S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Blue (S)",ใบ,180,153.7,0.8539
1242,MAIN,ALR010551S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Violet (S)",ใบ,763,770.55,1.0099
1243,MAIN,ALR010561S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Orange (S)",ใบ,"8,107","8,709.28",1.0743
1244,MAIN,ALR010570S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Gold R (S)",ใบ,226,556.09,2.4606
1245,MAIN,ALR010580S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 10"" M.Black (S)",ใบ,"1,123","1,122.33",0.9994
1257,MAIN,ALR012000S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Assorted (S)",ใบ,"1,200","1,498.76",1.249
1258,MAIN,ALR012005S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.White (S)",ใบ,"2,820","9,576.67",3.396
1259,MAIN,ALR012009S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pink (S)",ใบ,"6,854","5,828.42",0.8504
1260,MAIN,ALR012012S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Fuchsia (S)",ใบ,"3,532","5,843.05",1.6543
1261,MAIN,ALR012015S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Red (S)",ใบ,"3,250","5,501.86",1.6929
1262,MAIN,ALR012020S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Yellow (S)",ใบ,,,
1263,MAIN,ALR012021S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Goldenrod (S)",ใบ,250,332.92,1.3317
1264,MAIN,ALR012022S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Mango (S)",ใบ,,,
1265,MAIN,ALR012028S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Jade (S)",ใบ,550,869.54,1.581
1266,MAIN,ALR012030S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Green (S)",ใบ,250,611.12,2.4445
1267,MAIN,ALR012031S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Lime Green (S)",ใบ,"3,372","4,486.25",1.3304
1268,MAIN,ALR012032S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Forest Green (S)",ใบ,"3,815","5,411.25",1.4184
1269,MAIN,ALR012040S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Blue (S)",ใบ,316,355.96,1.1265
1270,MAIN,ALR012041S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Royal Blue (S)",ใบ,152,185.3,1.2191
1271,MAIN,ALR012050S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Lilac (S)",ใบ,3,2.59,0.8633
1272,MAIN,ALR012051S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Violet (S)",ใบ,323,404.69,1.2529
1273,MAIN,ALR012060S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Peach (S)",ใบ,161,230.43,1.4312
1274,MAIN,ALR012061S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Orange (S)",ใบ,"2,175","2,811.46",1.2926
1275,MAIN,ALR012074S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Coffee (S)",ใบ,48,65.57,1.366
1276,MAIN,ALR012076S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Chocolate (S)",ใบ,134,248.3,1.853
1277,MAIN,ALR012080S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Black (S)",ใบ,"1,475","2,028.69",1.3754
1278,MAIN,ALR012081S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Grey (S)",ใบ,,,
1279,MAIN,ALR012100S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Assorted (S)",ใบ,"7,550","11,635.25",1.5411
1280,MAIN,ALR012109S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Pink (S)",ใบ,17,1.68,0.0988
1281,MAIN,ALR012120S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Yellow (S)",ใบ,"1,157",856.44,0.7402
1282,MAIN,ALR012130S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Green (S)",ใบ,"2,305","3,119.40",1.3533
1283,MAIN,ALR012140S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Blue (S)",ใบ,"2,886","3,898.24",1.3507
1284,MAIN,ALR012150S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Lilac (S)",ใบ,"1,492","2,048.10",1.3727
1285,MAIN,ALR012172S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Toffee Mocha (S)",ใบ,,,
1286,MAIN,ALR012173S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" F.Pastel Ivory (S)",ใบ,902,"1,286.22",1.426
1287,MAIN,ALR012200S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Assorted (S)",ใบ,650,55.98,0.0861
1288,MAIN,ALR012209S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Pink (S)",ใบ,"1,443","2,491.78",1.7268
1289,MAIN,ALR012212S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Magenta (S)",ใบ,594,"1,771.49",2.9823
1290,MAIN,ALR012220S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Yellow (S)",ใบ,"1,443","2,491.78",1.7268
1291,MAIN,ALR012230S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Green (S)",ใบ,"1,244","2,148.15",1.7268
1292,MAIN,ALR012240S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Blue (S)",ใบ,"1,994","3,866.56",1.9391
1293,MAIN,ALR012251S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon Violet (S)",ใบ,594,"1,771.52",2.9824
1294,MAIN,ALR012261S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" Neon orange (S)",ใบ,"1,443","2,491.87",1.7269
1295,MAIN,ALR012300S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Assorted (S)",ใบ,"3,800","5,104.00",1.3432
1296,MAIN,ALR012312S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Fuchsia (S)",ใบ,"7,150","8,102.92",1.1333
1297,MAIN,ALR012315S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Red (S)",ใบ,"1,656","2,580.92",1.5585
1298,MAIN,ALR012320S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Yellow (S)",ใบ,"1,407","2,064.67",1.4674
1299,MAIN,ALR012330S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Green (S)",ใบ,"2,879","4,252.93",1.4772
1300,MAIN,ALR012340S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Blue (S)",ใบ,"1,520","2,085.47",1.372
1301,MAIN,ALR012351S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Violet (S)",ใบ,519,747.19,1.4397
1302,MAIN,ALR012361S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Orange (S)",ใบ,"1,416","2,092.42",1.4777
1303,MAIN,ALR012390S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" C.Clear (S)",ใบ,140,237.77,1.6984
1304,MAIN,ALR012400S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Assorted (S)",ใบ,"13,340","24,722.38",1.8533
1305,MAIN,ALR012405S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.White (S)",ใบ,"9,936","18,274.57",1.8392
1306,MAIN,ALR012409S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Bubblegum (S)",ใบ,"9,951","18,465.15",1.8556
1307,MAIN,ALR012412S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Fuchsia (S)",ใบ,"2,541","3,669.08",1.444
1308,MAIN,ALR012420S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Yellow (S)",ใบ,800,"1,133.84",1.4173
1309,MAIN,ALR012431S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Lime Green (S)",ใบ,779,"1,111.30",1.4266
1310,MAIN,ALR012438S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Caribbean Blue (S)",ใบ,828,657.52,0.7941
1311,MAIN,ALR012440S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Blue (S)",ใบ,1,1.12,1.12
1312,MAIN,ALR012450S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Lilac (S)",ใบ,3,4.75,1.5833
1313,MAIN,ALR012460S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Peach (S)",ใบ,19,28.88,1.52
1314,MAIN,ALR012481S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" S.Silver (S)",ใบ,47,57.41,1.2215
1315,MAIN,ALR012500S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Assorted (S)",ใบ,"12,900","23,790.31",1.8442
1316,MAIN,ALR012512S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Fuchsia (S)",ใบ,4,5.57,1.3925
1317,MAIN,ALR012515S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Red (S)",ใบ,"2,613","3,744.96",1.4332
1318,MAIN,ALR012520S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Yellow (S)",ใบ,"1,467","2,072.71",1.4129
1319,MAIN,ALR012530S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Green (S)",ใบ,58,87.92,1.5159
1320,MAIN,ALR012531S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Lime Green (S)",ใบ,"4,187","6,759.76",1.6145
1321,MAIN,ALR012532S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Forest Green (S)",ใบ,"1,950","2,200.04",1.1282
1322,MAIN,ALR012540S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Blue (S)",ใบ,"4,300","7,979.35",1.8557
1323,MAIN,ALR012551S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Violet (S)",ใบ,"4,348","6,290.71",1.4468
1324,MAIN,ALR012561S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Orange (S)",ใบ,"4,444","6,430.79",1.4471
1325,MAIN,ALR012570S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Gold R (S)",ใบ,"5,468","9,606.65",1.7569
1326,MAIN,ALR012576S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Chocolate (S)",ใบ,797,"1,189.71",1.4927
1327,MAIN,ALR012580S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" M.Black (S)",ใบ,303,425.86,1.4055
1349,MAIN,ALR012P01S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" 2PS Smile Fce (Black) F.Assorted (S)",ใบ,"1,009","2,407.02",2.3856
1350,MAIN,ALR012P02S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" 2PS Smile Fce (Black) F.Yellow (S)",ใบ,106,154.31,1.4558
1351,MAIN,ALR012P03S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Colored Dots (Brown) F.Yellow (S)",ใบ,"2,631","8,479.71",3.223
1352,MAIN,ALR012P04S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (Green) F.Violet (S)",ใบ,"2,600","8,379.80",3.223
1353,MAIN,ALR012P05S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (Violet) F.Blue (S)",ใบ,"2,350","7,573.05",3.2226
1354,MAIN,ALR012P06S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Bold Star (white) F.Assorted (S)",ใบ,"1,851","5,964.49",3.2223
1355,MAIN,ALR012P07S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Assorted (S)",ใบ,"1,502","5,607.72",3.7335
1356,MAIN,ALR012P08S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Bubblegum pink (S)",ใบ,"1,965","7,393.94",3.7628
1357,MAIN,ALR012P09S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Black (S)",ใบ,803,"2,587.99",3.2229
1358,MAIN,ALR012P10S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Fuchsia (S)",ใบ,"1,937","7,280.28",3.7585
1359,MAIN,ALR012P11S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Red (S)",ใบ,980,"3,078.16",3.141
1360,MAIN,ALR012P12S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Yellow (S)",ใบ,"1,202","3,874.02",3.223
1361,MAIN,ALR012P13S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Royal Blue (S)",ใบ,682,"2,197.80",3.2226
1362,MAIN,ALR012P14S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) F.Violet (S)",ใบ,"4,484","13,912.07",3.1026
1363,MAIN,ALR012P15S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Bold Star (white) C.Clear (S)",ใบ,53,263.13,4.9647
1364,MAIN,ALR012P16S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Happy Birthday Cupcake (white) F.Assorted (S)",ใบ,141,448.54,3.1811
1365,MAIN,ALR012P17S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Heart (Red,White) F.Assorted (S)",ใบ,"1,957","6,024.67",3.0785
1366,MAIN,ALR012P18S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Jungle (Black) F.Assorted (S)",ใบ,"1,149","3,703.24",3.223
1367,MAIN,ALR012P19S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Colored Dots (Assorted) F.Assorted (S)",ใบ,"6,690","21,251.51",3.1766
1368,MAIN,ALR012P20S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (Yellow) F.Fuchsia (S)",ใบ,"2,150","6,927.91",3.2223
1369,MAIN,ALR012P21S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots  (white) F.Blue (S)",ใบ,14,42.03,3.0021
1370,MAIN,ALR012P22S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (Black) F.White (S)",ใบ,"1,550","4,995.57",3.2229
1371,MAIN,ALR012P23S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (white) C.Clear (S)",ใบ,200,633.3,3.1665
1372,MAIN,ALR012P24S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots Brithday (white) F.Assorted (S)",ใบ,"1,650","6,083.87",3.6872
1373,MAIN,ALR012P25S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Smile Face (white) C.Assorted (S)",ใบ,"2,801","9,278.33",3.3125
1374,MAIN,ALR012P26S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Soccer (Black) F.White (S)",ใบ,50,155.12,3.1024
1375,MAIN,ALR012P27S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Star (white) C.Clear (S)",ใบ,"5,600","21,419.41",3.8249
1376,MAIN,ALR012P28S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Stars (white) F.Assorted (S)",ใบ,"7,500","23,265.30",3.102
1377,MAIN,ALR012P29S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (F.White ) Neon Assorted  (S)",ใบ,"3,050","9,397.99",3.0813
1378,MAIN,ALR012P30S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Jungle (Black) Neon Assorted   (S)",ใบ,"3,341","10,407.17",3.115
1379,MAIN,ALR012P31S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Classic Heart (F.White) Neon Assorted  (S)",ใบ,"4,085","12,005.97",2.939
1380,MAIN,ALR012P32S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12""  1PS Vineta (White) F. Black (S)  ",ใบ,600,"1,342.02",2.2367
1381,MAIN,ALR012P33S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Polka Dots (Neon Assort) F. Black   (S)",ใบ,"2,853","8,549.64",2.9967
1382,MAIN,ALR012P34S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12""  AOP Bold Star  (Neon Assort) F.Black (S)",ใบ,647,"1,928.06",2.98
1383,MAIN,ALR012P35S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP  Classic Heart (Neon Assort) C. Clear   (S)",ใบ,"3,484","10,725.15",3.0784
1384,MAIN,ALR012P36S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP  Polka Dots  (Neon Assort) C. Clear (S)",ใบ,"2,950","9,124.75",3.0931
1385,MAIN,ALR012P37S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AOP Bold Star (Neon Assort) C. Clear  (S)",ใบ,"2,503","7,751.24",3.0968
1386,MAIN,ALR012P38S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" 2S Speech Bubble (White) F.Black (S)",ใบ,"2,200","6,697.88",3.0445
1387,MAIN,ALR012P39S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" 2S Smiley Kisses (Black) F.Yellow (S)",ใบ,590,"1,649.46",2.7957
1388,MAIN,ALR012P40S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Zebra Hearts (Black) F.Fuchsia (S)",ใบ,"1,297","3,650.32",2.8144
1389,MAIN,ALR012P41S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Zebra (Black) F.Fuchsia (S)",ใบ,"1,255","3,820.86",3.0445
1390,MAIN,ALR012P42S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Zebra (Black) F.White (S)",ใบ,"1,500","4,566.75",3.0445
1391,MAIN,ALR012P43S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Polka Hearts (Red & White) F.Red & White (S)",ใบ,244,213.37,0.8745
1392,MAIN,ALR012P44S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Soccer Ball (Black) F.Assort (S)",ใบ,500,"1,485.85",2.9717
1393,MAIN,ALR012P45S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Hearts F.Assort (S)",ใบ,501,"1,359.73",2.714
1394,MAIN,ALR012P46S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 12"" AO Classic Heart (Red & White) F.Red & White(S)",ใบ,150,431.3,2.8753
